#CSV file for Road Type 5. @author - Dom Potts
#Contains all the relevant values to build a road on the Krooza Map
#Structured as Value 1 = Type, Value 2 = Subtype, Value 3 = Rotation
#Subtypes: 0=road_end, 1=strt_1, 2=strt_2, 3=road_corner, 4=road_junction
R02,R40,R10,R20,R20,R10,R10,R20,R00,NNN,NNN,NNN,R02,R10,R20,R20,R10,R10,R20,R10,R20,R20,R10,R10,R30
NNN,R11,NNN,NNN,NNN,NNN,NNN,NNN,NNN,NNN,NNN,NNN,NNN,NNN,NNN,NNN,NNN,NNN,NNN,NNN,NNN,NNN,NNN,NNN,R21
NNN,R21,NNN,NNN,NNN,NNN,NNN,NNN,NNN,NNN,NNN,NNN,NNN,NNN,NNN,NNN,NNN,NNN,NNN,NNN,NNN,NNN,NNN,NNN,R11
NNN,R21,NNN,NNN,NNN,NNN,NNN,NNN,NNN,NNN,NNN,NNN,NNN,NNN,NNN,NNN,NNN,NNN,NNN,NNN,NNN,NNN,NNN,NNN,R11
NNN,R43,R10,R20,R20,R10,R10,R20,R10,R20,R40,R10,R20,R20,R10,R10,R20,R10,R00,NNN,R02,R10,R20,R10,R41
NNN,R01,NNN,NNN,NNN,NNN,NNN,NNN,NNN,NNN,R32,R10,R10,R20,R20,R10,R10,R30,NNN,NNN,NNN,NNN,NNN,NNN,R21
NNN,NNN,NNN,NNN,NNN,NNN,NNN,NNN,NNN,NNN,NNN,NNN,NNN,NNN,NNN,NNN,NNN,R01,NNN,NNN,NNN,NNN,NNN,NNN,R11
NNN,R03,NNN,NNN,NNN,NNN,NNN,NNN,NNN,NNN,NNN,NNN,NNN,NNN,NNN,NNN,NNN,NNN,NNN,NNN,NNN,NNN,NNN,NNN,R21
NNN,R11,NNN,NNN,NNN,NNN,NNN,NNN,NNN,NNN,NNN,NNN,NNN,NNN,NNN,NNN,NNN,NNN,NNN,NNN,NNN,NNN,NNN,NNN,R01
NNN,R32,R10,R20,R20,R10,R10,R20,R10,R20,R20,R10,R10,R10,R20,R20,R10,R10,R20,R10,R20,R20,R10,R00,NNN
